CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
43858552020004,2010,3,7921,2010,Interior West                           ,Tucari,Tuckermanella                           ,3.0,1,arizonica                               ,120,2012-06-19 19:07:48,
43858553020004,2010,3,8000,2010,Interior West                           ,Usn   ,Usnea                                   ,7.0,3,,120,2012-06-19 19:07:48,
43858554020004,2010,3,8013,2010,Interior West                           ,Usncav,Usnea                                   ,8.0,3,cavernosa                               ,120,2012-06-19 19:07:48,
43858555020004,2010,3,8023,2010,Interior West                           ,Usndip,Usnea                                   ,3.0,1,diplotypus                              ,120,2012-06-19 19:07:48,
43858556020004,2010,3,8036,2010,Interior West                           ,Usngla,Usnea                                   ,3.0,1,glabrata                                ,120,2012-06-19 19:07:48,
43858557020004,2010,3,8041,2010,Interior West                           ,Usnhir,Usnea                                   ,60.0,20,hirta                                   ,120,2012-06-19 19:07:48,
43858558020004,2010,3,8044,2010,Interior West                           ,Usnlap,Usnea                                   ,99.0,31,lapponica                               ,120,2012-06-19 19:07:48,
43858559020004,2010,3,8065,2010,Interior West                           ,Usnsca,Usnea                                   ,18.0,6,scabrata                                ,120,2012-06-19 19:07:48,
43858560020004,2010,3,8077,2010,Interior West                           ,Usnsst,Usnea                                   ,36.0,12,substerilis                             ,120,2012-06-19 19:07:48,
43858561020004,2010,3,8201,2010,Interior West                           ,Xancan,Xanthoria                               ,17.0,6,candelaria                              ,120,2012-06-19 19:07:48,
43858562020004,2010,3,8202,2010,Interior West                           ,Xanele,Xanthoria                               ,9.0,3,elegans                                 ,120,2012-06-19 19:07:48,
43858563020004,2010,3,8203,2010,Interior West                           ,Xanfal,Xanthomendoza                           ,91.0,32,fallax                                  ,120,2012-06-19 19:07:48,
43858564020004,2010,3,8207,2010,Interior West                           ,Xanpol,Xanthoria                               ,41.0,13,polycarpa                               ,120,2012-06-19 19:07:48,
43858565020004,2010,3,8210,2010,Interior West                           ,Xanful,Xanthomendoza                           ,25.0,8,fulva                                   ,120,2012-06-19 19:07:48,
43858566020004,2010,3,8214,2010,Interior West                           ,Xanmon,Xanthomendoza                           ,153.0,48,montana                                 ,120,2012-06-19 19:07:48,
43858567020004,2010,3,8215,2010,Interior West                           ,Xanore,Xanthomendoza                           ,3.0,1,oregana                                 ,120,2012-06-19 19:07:48,
43858568020004,2010,3,8219,2010,Interior West                           ,Xangal,Xanthomendoza                           ,46.0,14,galericulata                            ,120,2012-06-19 19:07:48,
43858569020004,2010,3,8303,2010,Interior West                           ,Cndpac,Candelaria                              ,38.0,13,pacifica                                ,120,2012-06-19 19:07:48,
43858570020004,2010,3,8502,2010,Interior West                           ,Rhimel,Rhizoplaca                              ,3.0,1,melanophthalma                          ,120,2012-06-19 19:07:48,
43859417020004,2006,3,607,2006,Interior West                           ,Bryfre,Bryoria                                 ,46.0,13,fremontii                               ,120,2012-06-19 19:10:27,
43859418020004,2006,3,610,2006,Interior West                           ,Bryfus,Bryoria                                 ,111.0,33,fuscescens                              ,120,2012-06-19 19:10:27,
43859419020004,2006,3,618,2006,Interior West                           ,Brypse,Bryoria                                 ,23.0,6,pseudofuscescens                        ,120,2012-06-19 19:10:27,
43859420020004,2006,3,1004,2006,Interior West                           ,Cetcan,Cetraria                                ,11.0,5,canadensis                              ,120,2012-06-19 19:10:27,
43859421020004,2006,3,1005,2006,Interior West                           ,Cetchl,Cetraria                                ,53.0,17,chlorophylla                            ,120,2012-06-19 19:10:27,
43859422020004,2006,3,1008,2006,Interior West                           ,Cetfen,Tuckermanella                           ,6.0,3,fendleri                                ,120,2012-06-19 19:10:27,
43859423020004,2006,3,1011,2006,Interior West                           ,Cetmer,Cetraria                                ,23.0,9,merrillii                               ,120,2012-06-19 19:10:27,
43859424020004,2006,3,1013,2006,Interior West                           ,Cetorb,Cetraria                                ,38.0,11,orbata                                  ,120,2012-06-19 19:10:27,
43859425020004,2006,3,1016,2006,Interior West                           ,Cetpla,Cetraria                                ,45.0,14,platyphylla                             ,120,2012-06-19 19:10:27,
43859426020004,2006,3,1208,2006,Interior West                           ,Clacar,Cladonia                                ,3.0,1,carneola                                ,120,2012-06-19 19:10:27,
43859427020004,2006,3,1210,2006,Interior West                           ,Clachl,Cladonia                                ,24.0,8,chlorophaea                             ,120,2012-06-19 19:10:27,
43859428020004,2006,3,1215,2006,Interior West                           ,Cladef,Cladonia                                ,3.0,1,deformis                                ,120,2012-06-19 19:10:27,
43859429020004,2006,3,1217,2006,Interior West                           ,Clafim,Cladonia                                ,13.0,4,fimbriata                               ,120,2012-06-19 19:10:27,
43859430020004,2006,3,1228,2006,Interior West                           ,Claoch,Cladonia                                ,27.0,8,ochrochlora                             ,120,2012-06-19 19:10:27,
43859431020004,2006,3,1236,2006,Interior West                           ,Clasqu,Cladonia                                ,2.0,1,squamosa                                ,120,2012-06-19 19:10:27,
43859432020004,2006,3,1239,2006,Interior West                           ,Clasul,Cladonia                                ,12.0,3,sulphurina                              ,120,2012-06-19 19:10:27,
43859433020004,2006,3,1241,2006,Interior West                           ,Claumb,Cladonia                                ,6.0,2,umbricola                               ,120,2012-06-19 19:10:27,
43859434020004,2006,3,1248,2006,Interior West                           ,Claver,Cladonia                                ,2.0,1,verruculosa                             ,120,2012-06-19 19:10:27,
43859435020004,2006,3,1275,2006,Interior West                           ,Clamul,Cladonia                                ,2.0,1,multiformis                             ,120,2012-06-19 19:10:27,
43859436020004,2006,3,2301,2006,Interior West                           ,Essida,Esslingeriana                           ,15.0,4,idahoensis                              ,120,2012-06-19 19:10:27,
43859437020004,2006,3,2404,2006,Interior West                           ,Evepru,Evernia                                 ,13.0,6,prunastri                               ,120,2012-06-19 19:10:27,
